drug	drug_name	indication	indication_name
DB00554	piroxicam	C0038013	ankylosing spondylitis
DB00555	lamotrigine	C0014544	epilepsy
DB00555	lamotrigine	C0238111	Lennox-Gastaut Syndrome
DB00555	lamotrigine	C0234974	Simple Partial Seizures
DB00555	lamotrigine	C0494475	Tonic - clonic seizures
DB00555	lamotrigine	C0005586	bipolar disorder
DB00557	hydroxyzine	C0042109	urticaria
DB00557	hydroxyzine	C0343065	Symptomatic Dermographism
DB00557	hydroxyzine	C0033774	Pruritus
DB00557	hydroxyzine	C0011615	Dermatitis, Atopic
DB00557	hydroxyzine	C2607914	Allergic Rhinitis (Disorder)
DB00557	hydroxyzine	C0003467	anxiety
DB00559	bosentan	C2973725	pulmonary arterial hypertension (PAH)
DB00559	bosentan	C0020542	Pulmonary Hypertension
DB00559	bosentan	C0011644	scleroderma
DB00561	doxapram	C0235063	respiratory depression
DB00561	doxapram	C0024117	Chronic Obstructive Airway Disease
DB00561	doxapram	C0035228	Respiratory Hypersensitivity
DB00563	methotrexate	C0033860	psoriasis
DB00563	methotrexate	C0278996	Cancer Of Head And Neck
DB00563	methotrexate	C0026948	Mycosis Fungoides
DB00563	methotrexate	C0024305	non-Hodgkin lymphoma (NHL)
DB00563	methotrexate	C0023449	Acute Lymphocytic Leukemia
DB00563	methotrexate	C0006413	Burkitt's lymphoma
DB00563	methotrexate	C0003873	rheumatoid arthritis
DB00563	methotrexate	C0020217	hydatidiform mole
DB00563	methotrexate	C1458155	Mammary Neoplasms
DB00563	methotrexate	C0014859	Esophageal Neoplasms
DB00563	methotrexate	C0023418	Leukemia
DB00563	methotrexate	C0024121	Lung Neoplasms
DB00563	methotrexate	C0029463	osteosarcoma
DB00563	methotrexate	C0038356	Stomach Neoplasms
DB00563	methotrexate	C0039590	Testicular Neoplasms
DB00564	carbamazepine	C0014544	epilepsy
DB00564	carbamazepine	C0494475	Tonic - clonic seizures
DB00564	carbamazepine	C0234974	Simple Partial Seizures
DB00564	carbamazepine	C0238111	Lennox-Gastaut Syndrome
DB00564	carbamazepine	C0014549	Tonic-Clonic Epilepsy
DB00564	carbamazepine	C0040997	Trigeminal Neuralgia
DB00564	carbamazepine	C0085417	Epilepsy, Complex Partial
DB00564	carbamazepine	C0035258	restless leg syndrome
DB00564	carbamazepine	C0036572	seizures
DB00568	cinnarizine	C0042571	vertigo
DB00568	cinnarizine	C0027497	nausea
DB00568	cinnarizine	C0020517	Hypersensitivity
DB00569	Fondaparinux	C0149871	deep vein thrombosis (DVT)
DB00569	Fondaparinux	C0040053	thrombosis
DB00570	vinblastine	C0019829	Hodgkin's lymphoma
DB00570	vinblastine	C0024305	non-Hodgkin lymphoma (NHL)
DB00570	vinblastine	C0026948	Mycosis Fungoides
DB00570	vinblastine	C0036220	Kaposi sarcoma
DB00570	vinblastine	C0019618	Histiocytosis
DB00570	vinblastine	C0024299	Lymphoma
DB00570	vinblastine	C0006142	Malignant Neoplasm Of Breast
DB00570	vinblastine	C0027819	neuroblastoma
DB00570	vinblastine	C1458155	Mammary Neoplasms
DB00570	vinblastine	C0018671	Head And Neck Neoplasms
DB00570	vinblastine	C0022665	Kidney Neoplasm
DB00570	vinblastine	C0024121	Lung Neoplasms
DB00570	vinblastine	C0039590	Testicular Neoplasms
DB00571	propranolol	C0004238	atrial fibrillation (AF)
DB00571	propranolol	C0039240	Supraventricular Tachycardia
DB00571	propranolol	C0002962	angina pectoris
DB00571	propranolol	C0007194	Hypertrophic Cardiomyopathy
DB00571	propranolol	C0020538	Hypertensive disease
DB00571	propranolol	C0018916	Hemangioma
DB00571	propranolol	C0003811	Cardiac Arrhythmia
DB00571	propranolol	C0270736	Essential Tremor
DB00571	propranolol	C0018802	congestive heart failure
DB00571	propranolol	C0027051	Myocardial Infarction
DB00571	propranolol	C0031511	pheochromocytoma
DB00571	propranolol	C0042514	ventricular tachycardia (VT)
DB00571	propranolol	C0042510	ventricular fibrillation (VF)
DB00573	fenoprofen	C0003873	rheumatoid arthritis
DB00573	fenoprofen	C0029408	osteoarthritis
DB00573	fenoprofen	C0030193	Pain
DB00575	clonidine	C0017612	Glaucoma, Open-Angle
DB00575	clonidine	C1263846	attention-deficit/hyperactivity disorder (ADHD)
DB00575	clonidine	C0020538	Hypertensive disease
DB00575	clonidine	C0236663	Alcohol Withdrawal Syndrome
DB00575	clonidine	C0017601	glaucoma
DB00575	clonidine	C0019080	hemorrhage
DB00575	clonidine	C0031511	pheochromocytoma
DB00575	clonidine	C0751865	Alcohol-Induced Disorders, Nervous System
DB00575	clonidine	C0013390	Dysmenorrhea
DB00575	clonidine	C0037036	Sialorrhea
DB00575	clonidine	C0149931	Migraine Disorders
DB00579	mazindol	C0028754	obesity
DB00579	mazindol	C0020473	hyperlipidemia
DB00579	mazindol	C0013264	duchenne muscular dystrophy (DMD)
DB00583	levocarnitine	C1142132	carnitine deficiency
DB00583	levocarnitine	C0268596	Multiple Acyl Coenzyme A Dehydrogenase Deficiency
DB00583	levocarnitine	C0020476	Hyperlipoproteinemias
DB00583	levocarnitine	C0022661	chronic renal failure
DB00583	levocarnitine	C0220710	Medium-Chain Acyl-Coenzyme A Dehydrogenase Deficiency
DB00583	levocarnitine	C0268583	Methylmalonic Acidemia
DB00583	levocarnitine	C0268579	Propionic Acidemia
DB00583	levocarnitine	C0342788	Renal Carnitine Transport Defect
DB00583	levocarnitine	C0020473	hyperlipidemia
DB00584	enalapril	C0020538	Hypertensive disease
DB00584	enalapril	C0018802	congestive heart failure
DB00584	enalapril	C0085580	Essential Hypertension
DB00584	enalapril	C0020545	Hypertension, Renovascular
DB00584	enalapril	C0003873	rheumatoid arthritis
DB00584	enalapril	C0004775	Bartter Disease
DB00584	enalapril	C0013604	edema
DB00584	enalapril	C0020540	Malignant Hypertension
DB00585	nizatidine	C0014869	Peptic Esophagitis
DB00585	nizatidine	C0013295	Duodenal Ulcer
DB00585	nizatidine	C0030920	Peptic Ulcer
DB00585	nizatidine	C0018834	heartburn
DB00585	nizatidine	C0017168	gastroesophageal reflux disease (GERD)
DB00585	nizatidine	C0038358	Gastric Ulcer
DB00585	nizatidine	C0041582	Ulcer
DB00585	nizatidine	C0042109	urticaria
DB00585	nizatidine	C0043515	Zollinger-Ellison syndrome
DB00586	diclofenac	C0029408	osteoarthritis
DB00586	diclofenac	C0409959	Osteoarthritis, Knee
DB00586	diclofenac	C0003873	rheumatoid arthritis
DB00586	diclofenac	C0013390	Dysmenorrhea
DB00586	diclofenac	C0038013	ankylosing spondylitis
DB00586	diclofenac	C0030193	Pain
DB00586	diclofenac	C0022593	keratosis
DB00588	fluticasone propionate	C0036508	seborrheic dermatitis
DB00588	fluticasone propionate	C0015230	Exanthema
DB00588	fluticasone propionate	C2607914	Allergic Rhinitis (Disorder)
DB00588	fluticasone propionate	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00588	fluticasone propionate	C0024138	Lupus Erythematosus, Discoid
DB00588	fluticasone propionate	C0011616	contact dermatitis
DB00588	fluticasone propionate	C0034067	Pulmonary Emphysema
DB00588	fluticasone propionate	C0011615	Dermatitis, Atopic
DB00588	fluticasone propionate	C0020517	Hypersensitivity
DB00588	fluticasone propionate	C0004096	asthma
DB00588	fluticasone propionate	C0035455	Rhinitis
DB00589	lisuride	C0149931	Migraine Disorders
DB00589	lisuride	C0002453	amenorrhea
DB00589	lisuride	C0001206	acromegaly
DB00589	lisuride	C0013384	Dyskinetic Syndrome
DB00589	lisuride	C0030567	Parkinson's Disease
DB00590	doxazosin	C0020538	Hypertensive disease
DB00590	doxazosin	C0020507	Hyperplasia
DB00590	doxazosin	C2937421	Prostatic Hyperplasia
DB00591	Fluocinolone Acetonide	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00591	Fluocinolone Acetonide	C0015230	Exanthema
DB00591	Fluocinolone Acetonide	C0024138	Lupus Erythematosus, Discoid
DB00591	Fluocinolone Acetonide	C0011616	contact dermatitis
DB00591	Fluocinolone Acetonide	C0011615	Dermatitis, Atopic
DB00591	Fluocinolone Acetonide	C0036508	seborrheic dermatitis
DB00593	ethosuximide	C0014553	Absence Epilepsy
DB00593	ethosuximide	C0014544	epilepsy
DB00594	amiloride	C0013604	edema
DB00594	amiloride	C0020538	Hypertensive disease
DB00594	amiloride	C0010674	cystic fibrosis
DB00594	amiloride	C0018802	congestive heart failure
DB00596	halobetasol	C0036508	seborrheic dermatitis
DB00596	halobetasol	C0024138	Lupus Erythematosus, Discoid
DB00596	halobetasol	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00596	halobetasol	C0011616	contact dermatitis
DB00596	halobetasol	C0015230	Exanthema
DB00596	halobetasol	C0015456	Facial Dermatoses
DB00598	labetalol	C0020538	Hypertensive disease
DB00598	labetalol	C0020546	Hypertensive Crisis
DB00598	labetalol	C0031511	pheochromocytoma
DB00598	labetalol	C0032914	Pre-Eclampsia
DB00598	labetalol	C0018802	congestive heart failure
DB00598	labetalol	C0020540	Malignant Hypertension
DB00598	labetalol	C0027051	Myocardial Infarction
DB00599	thiopental	C0014544	epilepsy
DB00599	thiopental	C0151740	Intracranial Hypertension
DB00601	linezolid	C0032285	pneumonia
DB00603	medroxyprogesterone acetate	C0025874	Metrorrhagia
DB00603	medroxyprogesterone acetate	C0014175	endometriosis
DB00603	medroxyprogesterone acetate	C0476089	Endometrial Carcinoma
DB00603	medroxyprogesterone acetate	C0232940	Secondary Physiologic Amenorrhea
DB00603	medroxyprogesterone acetate	C0014173	Endometrial Hyperplasia
DB00604	Cisapride	C0017168	gastroesophageal reflux disease (GERD)
DB00604	Cisapride	C0041582	Ulcer
DB00604	Cisapride	C0152020	gastroparesis
DB00605	sulindac	C0038013	ankylosing spondylitis
DB00605	sulindac	C0003873	rheumatoid arthritis
DB00605	sulindac	C0029408	osteoarthritis
DB00605	sulindac	C0003868	Arthritis, Gouty
DB00605	sulindac	C0018099	gout
DB00607	Nafcillin	C0038160	Staphylococcal Infections
DB00607	Nafcillin	C2242472	Infection of bone
DB00607	Nafcillin	C0007642	Cellulitis
DB00607	Nafcillin	C0014121	Bacterial Endocarditis
DB00607	Nafcillin	C0029443	Osteomyelitis
DB00607	Nafcillin	C0036690	Septicemia
DB00608	chloroquine	C0003873	rheumatoid arthritis
DB00608	chloroquine	C0024141	Lupus Erythematosus, Systemic
DB00608	chloroquine	C0024138	Lupus Erythematosus, Discoid
DB00608	chloroquine	C0030807	Pemphigus
DB00608	chloroquine	C0036421	Systemic Scleroderma
DB00611	Butorphanol	C0030193	Pain
DB00612	bisoprolol	C0020538	Hypertensive disease
DB00612	bisoprolol	C0003811	Cardiac Arrhythmia
DB00612	bisoprolol	C0018802	congestive heart failure
DB00612	bisoprolol	C0027051	Myocardial Infarction
DB00612	bisoprolol	C0039240	Supraventricular Tachycardia
DB00615	Rifabutin	C0041296	tuberculosis
DB00617	paramethadione	C0014544	epilepsy
DB00617	paramethadione	C0014553	Absence Epilepsy
DB00617	paramethadione	C0036572	seizures
DB00619	imatinib	C0023472	Leukemia, Myeloid, Accelerated Phase
DB00619	imatinib	C0221013	Mastocytosis, Systemic
DB00619	imatinib	C0005699	Blast Phase
DB00619	imatinib	C0346421	chronic eosinophilic leukemia (CEL)
DB00619	imatinib	C1960397	Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia
DB00619	imatinib	C0392784	dermatofibrosarcoma protuberans (DFSP)
DB00619	imatinib	C0238198	gastrointestinal stromal tumors (GIST)
DB00619	imatinib	C0023473	chronic myeloid leukemia (CML)
DB00619	imatinib	C1540912	hypereosinophilic syndrome (HES)
DB00620	triamcinolone	C0024305	non-Hodgkin lymphoma (NHL)
DB00620	triamcinolone	C0021390	inflammatory bowel disease
DB00620	triamcinolone	C0039483	Giant Cell Arteritis
DB00620	triamcinolone	C0042164	Uveitis
DB00620	triamcinolone	C0038363	Aphthous Stomatitis
DB00620	triamcinolone	C0022548	Keloid
DB00620	triamcinolone	C0002875	Cooley's anemia
DB00620	triamcinolone	C0017563	Gingival Diseases
DB00620	triamcinolone	C0015230	Exanthema
DB00620	triamcinolone	C0014742	Erythema Multiforme
DB00620	triamcinolone	C0011616	contact dermatitis
DB00620	triamcinolone	C0003868	Arthritis, Gouty
DB00620	triamcinolone	C0004364	Autoimmune Diseases
DB00620	triamcinolone	C0023052	Laryngeal Edema
DB00620	triamcinolone	C0002880	Autoimmune Hemolytic Anemia
DB00620	triamcinolone	C0011606	Exfoliative Dermatitis
DB00620	triamcinolone	C0010346	Crohn's disease
DB00620	triamcinolone	C0004096	asthma
DB00620	triamcinolone	C0023449	Acute Lymphocytic Leukemia
DB00620	triamcinolone	C0015397	Disorder of eye
DB00620	triamcinolone	C0040147	thyroiditis
DB00620	triamcinolone	C0030807	Pemphigus
DB00620	triamcinolone	C0036202	Sarcoidosis
DB00620	triamcinolone	C0026769	multiple sclerosis
DB00620	triamcinolone	C0002171	Alopecia Areata
DB00620	triamcinolone	C0003872	psoriatic arthritis
DB00620	triamcinolone	C0005138	Berylliosis
DB00620	triamcinolone	C0026948	Mycosis Fungoides
DB00620	triamcinolone	C0039103	Synovitis
DB00620	triamcinolone	C0036830	Serum Sickness
DB00620	triamcinolone	C0011615	Dermatitis, Atopic
DB00620	triamcinolone	C0024141	Lupus Erythematosus, Systemic
DB00620	triamcinolone	C2607914	Allergic Rhinitis (Disorder)
DB00620	triamcinolone	C0027726	nephrotic syndrome
DB00620	triamcinolone	C0036508	seborrheic dermatitis
DB00620	triamcinolone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00620	triamcinolone	C0003873	rheumatoid arthritis
DB00620	triamcinolone	C0019829	Hodgkin's lymphoma
DB00620	triamcinolone	C0033860	psoriasis
DB00620	triamcinolone	C0002994	angioedema
DB00620	triamcinolone	C0024138	Lupus Erythematosus, Discoid
DB00620	triamcinolone	C0405580	Adrenal Cortical Hypofunction
DB00620	triamcinolone	C0038013	ankylosing spondylitis
DB00620	triamcinolone	C0006114	Cerebral Edema
DB00620	triamcinolone	C0018621	Hay Fever
DB00620	triamcinolone	C0037274	Dermatologic disorders
DB00620	triamcinolone	C1260899	Anemia, Diamond-Blackfan
DB00620	triamcinolone	C0001403	Addison's disease
DB00620	triamcinolone	C0001627	congenital adrenal hyperplasia
DB00620	triamcinolone	C0024301	follicular lymphoma
DB00620	triamcinolone	C0020517	Hypersensitivity
DB00620	triamcinolone	C0035457	Rhinitis, Allergic, Perennial
DB00620	triamcinolone	C0001623	Adrenal Gland Hypofunction
DB00620	triamcinolone	C0015456	Facial Dermatoses
DB00622	nicardipine	C0020538	Hypertensive disease
DB00623	fluphenazine	C0036341	schizophrenia
DB00623	fluphenazine	C0033975	Psychotic Disorders
DB00624	testosterone	C0948896	Primary Hypogonadism
DB00624	testosterone	C0271623	Hypogonadotropic Hypogonadism
DB00624	testosterone	C0010417	Cryptorchidism
DB00624	testosterone	C0034012	Delayed Puberty
DB00624	testosterone	C0151721	Testicular Hypogonadism
DB00624	testosterone	C0342527	Deficiency of testosterone biosynthesis
DB00624	testosterone	C0020635	Hypopituitarism
DB00624	testosterone	C0020619	hypogonadism
DB00624	testosterone	C1458155	Mammary Neoplasms
DB00626	bacitracin	C0022568	Keratitis
DB00626	bacitracin	C0032285	pneumonia
DB00626	bacitracin	C0014356	Enterocolitis
DB00627	niacin	C0020443	hypercholesterolemia
DB00627	niacin	C0020557	hypertriglyceridemia
DB00627	niacin	C0020474	Hyperlipidemia, Familial Combined
DB00627	niacin	C0020473	hyperlipidemia
DB00627	niacin	C0020480	Hyperlipoproteinemia Type Iv
DB00627	niacin	C0020481	Hyperlipoproteinemia Type V
DB00628	Clorazepate	C0003467	anxiety
DB00628	Clorazepate	C0236663	Alcohol Withdrawal Syndrome
DB00628	Clorazepate	C0149821	Alcohol Withdrawal Acute
DB00628	Clorazepate	C0001957	Alcohol Withdrawal Delirium
DB00629	Guanabenz	C0020538	Hypertensive disease
DB00630	alendronate	C0029458	Osteoporosis, Postmenopausal
DB00630	alendronate	C0029401	Osteitis Deformans
DB00630	alendronate	C0029456	osteoporosis
DB00631	clofarabine	C0023449	Acute Lymphocytic Leukemia
DB00635	prednisone	C0011606	Exfoliative Dermatitis
DB00635	prednisone	C0023449	Acute Lymphocytic Leukemia
DB00635	prednisone	C0010346	Crohn's disease
DB00635	prednisone	C0024305	non-Hodgkin lymphoma (NHL)
DB00635	prednisone	C0026948	Mycosis Fungoides
DB00635	prednisone	C0011616	contact dermatitis
DB00635	prednisone	C0030807	Pemphigus
DB00635	prednisone	C0027726	nephrotic syndrome
DB00635	prednisone	C2607914	Allergic Rhinitis (Disorder)
DB00635	prednisone	C0002880	Autoimmune Hemolytic Anemia
DB00635	prednisone	C0024301	follicular lymphoma
DB00635	prednisone	C0004096	asthma
DB00635	prednisone	C0005138	Berylliosis
DB00635	prednisone	C0023052	Laryngeal Edema
DB00635	prednisone	C0023434	chronic lymphocytic leukemia (CLL)
DB00635	prednisone	C0040147	thyroiditis
DB00635	prednisone	C0019829	Hodgkin's lymphoma
DB00635	prednisone	C0024141	Lupus Erythematosus, Systemic
DB00635	prednisone	C0014742	Erythema Multiforme
DB00635	prednisone	C0405580	Adrenal Cortical Hypofunction
DB00635	prednisone	C0037274	Dermatologic disorders
DB00635	prednisone	C0002994	angioedema
DB00635	prednisone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00635	prednisone	C0033860	psoriasis
DB00635	prednisone	C0026769	multiple sclerosis
DB00635	prednisone	C1260899	Anemia, Diamond-Blackfan
DB00635	prednisone	C0002875	Cooley's anemia
DB00635	prednisone	C0001403	Addison's disease
DB00635	prednisone	C0079744	Diffuse Large B-Cell Lymphoma
DB00635	prednisone	C0003872	psoriatic arthritis
DB00635	prednisone	C0036830	Serum Sickness
DB00635	prednisone	C0036202	Sarcoidosis
DB00635	prednisone	C0003873	rheumatoid arthritis
DB00635	prednisone	C0038013	ankylosing spondylitis
DB00635	prednisone	C0003868	Arthritis, Gouty
DB00635	prednisone	C0004364	Autoimmune Diseases
DB00635	prednisone	C0021390	inflammatory bowel disease
DB00635	prednisone	C0006114	Cerebral Edema
DB00635	prednisone	C0949116	Congenital Hypoplastic Anemia
DB00635	prednisone	C0011615	Dermatitis, Atopic
DB00635	prednisone	C0011633	dermatomyositis
DB00635	prednisone	C0013182	Drug Allergy
DB00635	prednisone	C0039483	Giant Cell Arteritis
DB00635	prednisone	C0018621	Hay Fever
DB00635	prednisone	C0020437	hypercalcemia
DB00635	prednisone	C0022073	Iridocyclitis
DB00635	prednisone	C0022568	Keratitis
DB00635	prednisone	C0023448	Lymphoid Leukemia
DB00635	prednisone	C0024299	Lymphoma
DB00635	prednisone	C0026896	myasthenia gravis
DB00635	prednisone	C0029134	Optic Neuritis
DB00635	prednisone	C0035457	Rhinitis, Allergic, Perennial
DB00635	prednisone	C0036508	seborrheic dermatitis
DB00635	prednisone	C0038325	Stevens-Johnson Syndrome
DB00635	prednisone	C0009324	ulcerative colitis
DB00635	prednisone	C0024419	Waldenstrom's macroglobulinemia (WM)
DB00635	prednisone	C0001623	Adrenal Gland Hypofunction
DB00635	prednisone	C0018133	Graft-Vs-Host Disease
DB00635	prednisone	C0020517	Hypersensitivity
DB00635	prednisone	C0014356	Enterocolitis
DB00635	prednisone	C0001627	congenital adrenal hyperplasia
DB00635	prednisone	C0029408	osteoarthritis
DB00635	prednisone	C0009763	conjunctivitis
DB00635	prednisone	C0002871	anemia
DB00635	prednisone	C0014335	enteritis
DB00635	prednisone	C0025289	meningitis
DB00636	clofibrate	C0020473	hyperlipidemia
DB00636	clofibrate	C0020443	hypercholesterolemia
DB00636	clofibrate	C0020479	Hyperlipoproteinemia Type Iii
DB00636	clofibrate	C0020476	Hyperlipoproteinemias
DB00637	Astemizole	C2607914	Allergic Rhinitis (Disorder)
DB00637	Astemizole	C0020517	Hypersensitivity
DB00637	Astemizole	C0009763	conjunctivitis
DB00637	Astemizole	C0035455	Rhinitis
DB00637	Astemizole	C0035457	Rhinitis, Allergic, Perennial
DB00637	Astemizole	C0042109	urticaria
DB00637	Astemizole	C0020676	hypothyroidism
DB00640	adenosine	C0030590	Paroxysmal Supraventricular Tachycardia
DB00640	adenosine	C0003811	Cardiac Arrhythmia
DB00640	adenosine	C0039240	Supraventricular Tachycardia
DB00640	adenosine	C0043202	Wolff-Parkinson-White Syndrome (WPW)
DB00641	simvastatin	C0473527	Hypoalphalipoproteinemias
DB00641	simvastatin	C0020479	Hyperlipoproteinemia Type Iii
DB00641	simvastatin	C0038454	stroke
DB00641	simvastatin	C0003850	arteriosclerosis
DB00641	simvastatin	C0020443	hypercholesterolemia
DB00641	simvastatin	C0342881	Familial hypercholesterolemia - homozygous
DB00641	simvastatin	C0020557	hypertriglyceridemia
DB00641	simvastatin	C0020474	Hyperlipidemia, Familial Combined
DB00641	simvastatin	C0020473	hyperlipidemia
DB00641	simvastatin	C0020476	Hyperlipoproteinemias
DB00641	simvastatin	C0010068	coronary heart disease
DB00641	simvastatin	C0027051	Myocardial Infarction
DB00642	pemetrexed	C0007131	Non-Small Cell Lung Carcinoma
DB00642	pemetrexed	C0025500	mesothelioma
DB00643	mebendazole	C0030567	Parkinson's Disease
DB00644	gonadorelin	C0002453	amenorrhea
DB00644	gonadorelin	C0032019	Pituitary Neoplasms
DB00644	gonadorelin	C0034012	Delayed Puberty
DB00644	gonadorelin	C0034013	precocious puberty
DB00644	gonadorelin	C0029927	cystic ovaries
DB00645	dyclonine	C0033774	Pruritus
DB00645	dyclonine	C0038363	Aphthous Stomatitis
